title,description,price,date_place
Harley Davidson VRSCR  Porsche Design,"HARLEY DAVIDSON VRSCR Spezial Porsche Design

 

Ein Kraftpaket auf der Strasse. Moto lauft sehr sehr gut und ist ein Hingucker.

 

Der letzte grosse Service wurde im Oktober 24 gemacht

Neue Reifen vorne und hinten

Felgen: 7.75x18 Zoll

V-Team Lenker Typ T2 860mm

RRC Street-Rod Heck

R&R Customizing Typ RRC01 Auspuff

RRC Auspuff komplett schw/matt

Hyperpro Stossdämpfer Kit RAC

Hyperpro Gabelfedern

Spoiler Motor Streetrod

Porsche Design",No price found,No date & place found
"HARLEY DAVIDSON VRSCR Spezial Porsche Design

 

Ein Kraftpaket auf der Strasse. Moto lauft sehr sehr gut und ist ein Hingucker.

 

Der letzte grosse Service wurde im Oktober 24 gemacht

Neue Reifen vorne und hinten

Felgen: 7.75x18 Zoll

V-Team Lenker Typ T2 860mm

RRC Street-Rod Heck

R&R Customizing Typ RRC01 Auspuff

RRC Auspuff komplett schw/matt

Hyperpro Stossdämpfer Kit RAC

Hyperpro Gabelfedern

Spoiler Motor Streetrod

Porsche Design","Veteranenstatus, 1. Inversetzung 1.7.1948, letzte Prüfung 28.6.2019!
Seither gestanden. Neue Batterie. Sehr guter Zustand.
Standort Lyss

Wird im Auftrag verkauft!
Nur Tel. 077 435 65 45
(Emails werden nicht beanwortet)!",No price found,No date & place found
Triumph Speed Twin 5T,"Veteranenstatus, 1. Inversetzung 1.7.1948, letzte Prüfung 28.6.2019!
Seither gestanden. Neue Batterie. Sehr guter Zustand.
Standort Lyss

Wird im Auftrag verkauft!
Nur Tel. 077 435 65 45
(Emails werden nicht beanwortet)!",No price found,No date & place found
"Veteranenstatus, 1. Inversetzung 1.7.1948, letzte Prüfung 28.6.2019!
Seither gestanden. Neue Batterie. Sehr guter Zustand.
Standort Lyss

Wird im Auftrag verkauft!
Nur Tel. 077 435 65 45
(Emails werden nicht beanwortet)!",No description found,No price found,No date & place found
"Scooter, Seniorenmobil Invacare Leo","Schöner, gut laufender Scooter. Neupreis 3'300.- (Rechnung, Anleitung vorhanden) Vorne links Kratzer und kleine Beschädigung. 
Scooter Invacare Leo, 4 rädrig, 2 stufige Kupplung, Drehsitz, Batterie ist gut im Schuss.
Motor 240 W, Batterie Bleigel 2x12V/36Ah, max Speed 8 km/h, Reichweite max 36 km. Masse 1220 x 590 x 990 mm, 83.5 kg. Nur  Abholung bar.",No price found,No date & place found
"Schöner, gut laufender Scooter. Neupreis 3'300.- (Rechnung, Anleitung vorhanden) Vorne links Kratzer und kleine Beschädigung. 
Scooter Invacare Leo, 4 rädrig, 2 stufige Kupplung, Drehsitz, Batterie ist gut im Schuss.
Motor 240 W, Batterie Bleigel 2x12V/36Ah, max Speed 8 km/h, Reichweite max 36 km. Masse 1220 x 590 x 990 mm, 83.5 kg. Nur  Abholung bar.","Ryker Rally  Jg.2020
Beifahrersitz 
Tanktasche
Seitenkoffer
Komfort Ledersitz
Frontscheibe
Wird im Auftrag verkauf aus Nachlass.
Das Motorrad steht in Winterthur Töss
Preis 5000 Fr verhandelbar",No price found,No date & place found
Can am Ryker 600,"Ryker Rally  Jg.2020
Beifahrersitz 
Tanktasche
Seitenkoffer
Komfort Ledersitz
Frontscheibe
Wird im Auftrag verkauf aus Nachlass.
Das Motorrad steht in Winterthur Töss
Preis 5000 Fr verhandelbar",No price found,No date & place found
"Ryker Rally  Jg.2020
Beifahrersitz 
Tanktasche
Seitenkoffer
Komfort Ledersitz
Frontscheibe
Wird im Auftrag verkauf aus Nachlass.
Das Motorrad steht in Winterthur Töss
Preis 5000 Fr verhandelbar","Yamaha Raptor 700R 
Liebhaberfahrzeug in top Zustand!

Zum Verkauf steht ein Yamaha Raptor 700R, Jahrgang 2007, ein echtes Liebhaberstück! Das Quad läuft einwandfrei und wurde stets gepflegt.  

Ausstattung & Besonderheiten:  

- KW Gewindefahrwerk Tieferlegung eingetragen
- 2-fach bereift Offroad-Reifen& Strassenreifen
- Alle originalen Teile vorhanden
- Digital-Tacho für moderne Anzeige
- Mir Autoführerschein fahrbar
- Service vor kurzem durchgeführt 

Das Fahrzeug ist ideal für Offroad-Abenteuer und Strassenfahrten. Nur in gute Hände abzugeben!  

Bei Interesse gerne melden!",No price found,No date & place found
Yamaha Raptor 700R,"Yamaha Raptor 700R 
Liebhaberfahrzeug in top Zustand!

Zum Verkauf steht ein Yamaha Raptor 700R, Jahrgang 2007, ein echtes Liebhaberstück! Das Quad läuft einwandfrei und wurde stets gepflegt.  

Ausstattung & Besonderheiten:  

- KW Gewindefahrwerk Tieferlegung eingetragen
- 2-fach bereift Offroad-Reifen& Strassenreifen
- Alle originalen Teile vorhanden
- Digital-Tacho für moderne Anzeige
- Mir Autoführerschein fahrbar
- Service vor kurzem durchgeführt 

Das Fahrzeug ist ideal für Offroad-Abenteuer und Strassenfahrten. Nur in gute Hände abzugeben!  

Bei Interesse gerne melden!",No price found,No date & place found
"Yamaha Raptor 700R 
Liebhaberfahrzeug in top Zustand!

Zum Verkauf steht ein Yamaha Raptor 700R, Jahrgang 2007, ein echtes Liebhaberstück! Das Quad läuft einwandfrei und wurde stets gepflegt.  

Ausstattung & Besonderheiten:  

- KW Gewindefahrwerk Tieferlegung eingetragen
- 2-fach bereift Offroad-Reifen& Strassenreifen
- Alle originalen Teile vorhanden
- Digital-Tacho für moderne Anzeige
- Mir Autoführerschein fahrbar
- Service vor kurzem durchgeführt 

Das Fahrzeug ist ideal für Offroad-Abenteuer und Strassenfahrten. Nur in gute Hände abzugeben!  

Bei Interesse gerne melden!","Ich verkaufe Gutscheine im Gesamtwert von 500 Fr. (2x200 Fr. und 1x100 Fr.), da ich sie aktuell leider nicht selbst gebrauchen kann.

Für Motorradfahrer ein Traum-Geschenk. 
Zu dem Kostenvorteil von 75 Fr. profitiert man zusätzlich noch von allen Rabatten bei Louis - die Gutscheine können für alle Zahlungen, auch für rabattierte Produkte, verwendet werden.

Ich garantiere, dass die Gutscheine unbenutzt sind und der Wert dem Angebot entspricht. 
Gerne kann die Übergabe auch persönlich in der Filiale Wallisellen erfolgen. 

Louis Motorrad hat in der ganzen Schweiz Standorte:
* Louis Wallisellen/ Zürich
* Louis Root/ Luzern
* Louis Etoy près de Lausanne

Louis bietet eine breite Palette an Motorradbekleidung, Zubehör und Technik, sodass man alles an einem Ort finden kann.
Sie führen viele renommierte Marken und hochwertige Produkte, die auf die Bedürfnisse von Motorradfahrern zugeschnitten sind und das Personal ist in der Regel gut geschult und kann hilfreiche Tipps und Empfehlungen geben.

Insgesamt ist Louis Motorrad meiner Erfahrung nach eine gute Anlaufstelle für Motorradfahrer, die Wert auf Qualität, Auswahl und kompetente Beratung legen.

Privatverkauf.",No price found,No date & place found
Motorrad Gutschein: Wert 500 Fr. (Louis),"Ich verkaufe Gutscheine im Gesamtwert von 500 Fr. (2x200 Fr. und 1x100 Fr.), da ich sie aktuell leider nicht selbst gebrauchen kann.

Für Motorradfahrer ein Traum-Geschenk. 
Zu dem Kostenvorteil von 75 Fr. profitiert man zusätzlich noch von allen Rabatten bei Louis - die Gutscheine können für alle Zahlungen, auch für rabattierte Produkte, verwendet werden.

Ich garantiere, dass die Gutscheine unbenutzt sind und der Wert dem Angebot entspricht. 
Gerne kann die Übergabe auch persönlich in der Filiale Wallisellen erfolgen. 

Louis Motorrad hat in der ganzen Schweiz Standorte:
* Louis Wallisellen/ Zürich
* Louis Root/ Luzern
* Louis Etoy près de Lausanne

Louis bietet eine breite Palette an Motorradbekleidung, Zubehör und Technik, sodass man alles an einem Ort finden kann.
Sie führen viele renommierte Marken und hochwertige Produkte, die auf die Bedürfnisse von Motorradfahrern zugeschnitten sind und das Personal ist in der Regel gut geschult und kann hilfreiche Tipps und Empfehlungen geben.

Insgesamt ist Louis Motorrad meiner Erfahrung nach eine gute Anlaufstelle für Motorradfahrer, die Wert auf Qualität, Auswahl und kompetente Beratung legen.

Privatverkauf.",No price found,No date & place found
"Ich verkaufe Gutscheine im Gesamtwert von 500 Fr. (2x200 Fr. und 1x100 Fr.), da ich sie aktuell leider nicht selbst gebrauchen kann.

Für Motorradfahrer ein Traum-Geschenk. 
Zu dem Kostenvorteil von 75 Fr. profitiert man zusätzlich noch von allen Rabatten bei Louis - die Gutscheine können für alle Zahlungen, auch für rabattierte Produkte, verwendet werden.

Ich garantiere, dass die Gutscheine unbenutzt sind und der Wert dem Angebot entspricht. 
Gerne kann die Übergabe auch persönlich in der Filiale Wallisellen erfolgen. 

Louis Motorrad hat in der ganzen Schweiz Standorte:
* Louis Wallisellen/ Zürich
* Louis Root/ Luzern
* Louis Etoy près de Lausanne

Louis bietet eine breite Palette an Motorradbekleidung, Zubehör und Technik, sodass man alles an einem Ort finden kann.
Sie führen viele renommierte Marken und hochwertige Produkte, die auf die Bedürfnisse von Motorradfahrern zugeschnitten sind und das Personal ist in der Regel gut geschult und kann hilfreiche Tipps und Empfehlungen geben.

Insgesamt ist Louis Motorrad meiner Erfahrung nach eine gute Anlaufstelle für Motorradfahrer, die Wert auf Qualität, Auswahl und kompetente Beratung legen.

Privatverkauf.","Schöne Ducati 900 Supersport mit Vollschale , Halbschale, Einer Sitzbank, Original und Karbonauspuff , Neue Batterie , Frisch ab MFK. Einlösen und losfahren. Bei Fragen telefonische Auskunft.",No price found,No date & place found
Schöne Ducati Supersport 900,"Schöne Ducati 900 Supersport mit Vollschale , Halbschale, Einer Sitzbank, Original und Karbonauspuff , Neue Batterie , Frisch ab MFK. Einlösen und losfahren. Bei Fragen telefonische Auskunft.",No price found,No date & place found
"Schöne Ducati 900 Supersport mit Vollschale , Halbschale, Einer Sitzbank, Original und Karbonauspuff , Neue Batterie , Frisch ab MFK. Einlösen und losfahren. Bei Fragen telefonische Auskunft.","3500.- Honda CBR 1100 XX, 45000 km, in einem exzellenten Zustand schwarze Scheibe, weiße blinker, neue Batterie. 
Bin an einem Tausch interessiert gegen ein Motocross 600 ccm aufwärts mit Straßenzulassung.",No price found,No date & place found
"Honda 1100 xx, Tausch KTM SMC 690 oder ähnlich.","3500.- Honda CBR 1100 XX, 45000 km, in einem exzellenten Zustand schwarze Scheibe, weiße blinker, neue Batterie. 
Bin an einem Tausch interessiert gegen ein Motocross 600 ccm aufwärts mit Straßenzulassung.",No price found,No date & place found
"3500.- Honda CBR 1100 XX, 45000 km, in einem exzellenten Zustand schwarze Scheibe, weiße blinker, neue Batterie. 
Bin an einem Tausch interessiert gegen ein Motocross 600 ccm aufwärts mit Straßenzulassung.","Harley Sportster 883 Projekt 
Habe leider keine Zeit zur Fertigstellung
Wurde vieles überarbeitet aber noch nicht ganz fertig gestellt.
BSL Auspuffanlage neu inkl. Teilegutachten im Wert von 2000.- 
Mit einem zusätzlichen Vorderrad inkl. Pneu
Das Motorrad ist jetzt eine Weile gestanden aber lief bis zuletzt gut an
Preis ist nicht verhandelbar
Ab Platz ohne Garantie",No price found,No date & place found
Harley Davidson Sportster 883,"Harley Sportster 883 Projekt 
Habe leider keine Zeit zur Fertigstellung
Wurde vieles überarbeitet aber noch nicht ganz fertig gestellt.
BSL Auspuffanlage neu inkl. Teilegutachten im Wert von 2000.- 
Mit einem zusätzlichen Vorderrad inkl. Pneu
Das Motorrad ist jetzt eine Weile gestanden aber lief bis zuletzt gut an
Preis ist nicht verhandelbar
Ab Platz ohne Garantie",No price found,No date & place found
"Harley Sportster 883 Projekt 
Habe leider keine Zeit zur Fertigstellung
Wurde vieles überarbeitet aber noch nicht ganz fertig gestellt.
BSL Auspuffanlage neu inkl. Teilegutachten im Wert von 2000.- 
Mit einem zusätzlichen Vorderrad inkl. Pneu
Das Motorrad ist jetzt eine Weile gestanden aber lief bis zuletzt gut an
Preis ist nicht verhandelbar
Ab Platz ohne Garantie","5-speed / manual transmission
Colour Black
28,000 km
One year Helvetia mobility insurance
Easy to manoeuvre
Ideal for beginners
The bike is parked in a garage so it?s protected
In very good condition",No price found,No date & place found
Honda CB500 FÃ,"5-speed / manual transmission
Colour Black
28,000 km
One year Helvetia mobility insurance
Easy to manoeuvre
Ideal for beginners
The bike is parked in a garage so it?s protected
In very good condition",No price found,No date & place found
"5-speed / manual transmission
Colour Black
28,000 km
One year Helvetia mobility insurance
Easy to manoeuvre
Ideal for beginners
The bike is parked in a garage so it?s protected
In very good condition","Vespa GTS 300 ABS/ASR Jg. 2023, rot, 
2200 Km, 23.5 PS ab Service.
Arrow Auspuffanlage.
Wegen Nichtgebrauch zu verkaufen.",No price found,No date & place found
Vespa GTS 300 ABS/ASR,"Vespa GTS 300 ABS/ASR Jg. 2023, rot, 
2200 Km, 23.5 PS ab Service.
Arrow Auspuffanlage.
Wegen Nichtgebrauch zu verkaufen.",No price found,No date & place found
"Vespa GTS 300 ABS/ASR Jg. 2023, rot, 
2200 Km, 23.5 PS ab Service.
Arrow Auspuffanlage.
Wegen Nichtgebrauch zu verkaufen.","Ich verkaufe mein puch maxi 
Verbaut:
65ccm swing
15mm vergasser 
Resozigare

Es hat einen ausweiss jedoch muüste man es nochmals fohrführen
Bei dem mofa handelt es sich um einen orginalack 
Preis vh",No price found,No date & place found
Puch maxi s,"Ich verkaufe mein puch maxi 
Verbaut:
65ccm swing
15mm vergasser 
Resozigare

Es hat einen ausweiss jedoch muüste man es nochmals fohrführen
Bei dem mofa handelt es sich um einen orginalack 
Preis vh",No price found,No date & place found
"Ich verkaufe mein puch maxi 
Verbaut:
65ccm swing
15mm vergasser 
Resozigare

Es hat einen ausweiss jedoch muüste man es nochmals fohrführen
Bei dem mofa handelt es sich um einen orginalack 
Preis vh",,No price found,No date & place found
PIAGGIO Vespa GTS Super 300 i.e Sport,,No price found,No date & place found
,"Piaggio Ciao C7 mit Ausweis
Setup: 46mm Polini, 16/16 Vergaser, Fire Gianelli Auspuff, Speed Engine Motorengehäuse
Wurde frisch aufgebaut.
Keine Garantie",No price found,No date & place found
Piaggio ciao c7 mit Ausweis/ Tausche auch gegen Puch Maxi,"Piaggio Ciao C7 mit Ausweis
Setup: 46mm Polini, 16/16 Vergaser, Fire Gianelli Auspuff, Speed Engine Motorengehäuse
Wurde frisch aufgebaut.
Keine Garantie",No price found,No date & place found
"Piaggio Ciao C7 mit Ausweis
Setup: 46mm Polini, 16/16 Vergaser, Fire Gianelli Auspuff, Speed Engine Motorengehäuse
Wurde frisch aufgebaut.
Keine Garantie","Honda CBR 600F
Tausch gegen 125 Roller möglich!!!!
Inverkehrsetzung: 1992
Leistung: 37.5kW
Kilometer: 47000Km
Fahrzeugausweis vorhanden
MFK müsste noch gemacht werden
Läuft",No price found,No date & place found
Honda CBR 600F 1992/Tausch gegen 125 Roller,"Honda CBR 600F
Tausch gegen 125 Roller möglich!!!!
Inverkehrsetzung: 1992
Leistung: 37.5kW
Kilometer: 47000Km
Fahrzeugausweis vorhanden
MFK müsste noch gemacht werden
Läuft",No price found,No date & place found
"Honda CBR 600F
Tausch gegen 125 Roller möglich!!!!
Inverkehrsetzung: 1992
Leistung: 37.5kW
Kilometer: 47000Km
Fahrzeugausweis vorhanden
MFK müsste noch gemacht werden
Läuft","Frisch ab grossen BMW Service Inspektion und MFK
BMW Service: 12.07.2024
MFK: 17.07.2024
(Seit Service wenig gefahren)

Ganz neuer Pirelli Supercorsa Reifen + neue vordere Bremsbeläge + Akrapovic Auspuff + Rizoma Kurzheck

KM: 24?950, und jährlicher Service

Quickshifter + Unikat Haifisch Design + Carbon Rahmen und Abdeckung + kleine Blinker

Un- und Umfallfrei + Original Teile eingebaut.
Alle Umbauten und als 1 Sitzer eingetragen.

ABM Hochlenker (Superbike), Euro 3 Rückspiegel, LSL Brems- und Kupplungshebel, Original Lenker/Auspuff/Blinker dabei.

Privatverkauf. Keine Rücknahme, Gewährleistung oder Garantie.

Tausch gegen 1000ccm Supersportler möglich.",No price found,No date & place found
BMW S1000RR ABS + DTC,"Frisch ab grossen BMW Service Inspektion und MFK
BMW Service: 12.07.2024
MFK: 17.07.2024
(Seit Service wenig gefahren)

Ganz neuer Pirelli Supercorsa Reifen + neue vordere Bremsbeläge + Akrapovic Auspuff + Rizoma Kurzheck

KM: 24?950, und jährlicher Service

Quickshifter + Unikat Haifisch Design + Carbon Rahmen und Abdeckung + kleine Blinker

Un- und Umfallfrei + Original Teile eingebaut.
Alle Umbauten und als 1 Sitzer eingetragen.

ABM Hochlenker (Superbike), Euro 3 Rückspiegel, LSL Brems- und Kupplungshebel, Original Lenker/Auspuff/Blinker dabei.

Privatverkauf. Keine Rücknahme, Gewährleistung oder Garantie.

Tausch gegen 1000ccm Supersportler möglich.",No price found,No date & place found
"Frisch ab grossen BMW Service Inspektion und MFK
BMW Service: 12.07.2024
MFK: 17.07.2024
(Seit Service wenig gefahren)

Ganz neuer Pirelli Supercorsa Reifen + neue vordere Bremsbeläge + Akrapovic Auspuff + Rizoma Kurzheck

KM: 24?950, und jährlicher Service

Quickshifter + Unikat Haifisch Design + Carbon Rahmen und Abdeckung + kleine Blinker

Un- und Umfallfrei + Original Teile eingebaut.
Alle Umbauten und als 1 Sitzer eingetragen.

ABM Hochlenker (Superbike), Euro 3 Rückspiegel, LSL Brems- und Kupplungshebel, Original Lenker/Auspuff/Blinker dabei.

Privatverkauf. Keine Rücknahme, Gewährleistung oder Garantie.

Tausch gegen 1000ccm Supersportler möglich.","Vendo Kawasaki  z750 no ABS del 2008 con 42000 km .
Per altre info scrivetemi
Astenersi perditempo",No price found,No date & place found
Kawasaki,"Vendo Kawasaki  z750 no ABS del 2008 con 42000 km .
Per altre info scrivetemi
Astenersi perditempo",No price found,No date & place found
"Vendo Kawasaki  z750 no ABS del 2008 con 42000 km .
Per altre info scrivetemi
Astenersi perditempo","Das Motorrad ist gut geeignet für Neulenker. Dazu gibt es noch die 2 Koffer und am Lenker hat es noch eine USB ladestation. Die Reifen wurde Letztes Jahr ausgewechselt. 


MFK wird noch gemacht.",No price found,No date & place found
Yamaha Tracer 700 gedrosselt 35kw,"Das Motorrad ist gut geeignet für Neulenker. Dazu gibt es noch die 2 Koffer und am Lenker hat es noch eine USB ladestation. Die Reifen wurde Letztes Jahr ausgewechselt. 


MFK wird noch gemacht.",No price found,No date & place found
"Das Motorrad ist gut geeignet für Neulenker. Dazu gibt es noch die 2 Koffer und am Lenker hat es noch eine USB ladestation. Die Reifen wurde Letztes Jahr ausgewechselt. 


MFK wird noch gemacht.","Der kleine robuste und wendige Flitzer, ist sofort einsatzbereit. Es funktioniert alles. Blinker , Hupe Licht alles ist Betriebsbereit. Das Mobil kann gerne Probegefahren werden. Es ist aber nicht neu und hat Gebrauchspuren und Abnützungen.
 Service 2024

- Lieferung gegen Aufpreis möglich
- für Senioren Abzahlung oder Miete möglich
- Bei Fragen sms WhatsApp Mail
- Bezahlung mit Coop Superpunkte möglich


Graf Carello Opamobil Gehhilfe Transport Elektro Rollstuhl ohne Führerschein ohne Helm Batterie Akku",No price found,No date & place found
Seniorenmobil Elektromobil,"Der kleine robuste und wendige Flitzer, ist sofort einsatzbereit. Es funktioniert alles. Blinker , Hupe Licht alles ist Betriebsbereit. Das Mobil kann gerne Probegefahren werden. Es ist aber nicht neu und hat Gebrauchspuren und Abnützungen.
 Service 2024

- Lieferung gegen Aufpreis möglich
- für Senioren Abzahlung oder Miete möglich
- Bei Fragen sms WhatsApp Mail
- Bezahlung mit Coop Superpunkte möglich


Graf Carello Opamobil Gehhilfe Transport Elektro Rollstuhl ohne Führerschein ohne Helm Batterie Akku",No price found,No date & place found
"Der kleine robuste und wendige Flitzer, ist sofort einsatzbereit. Es funktioniert alles. Blinker , Hupe Licht alles ist Betriebsbereit. Das Mobil kann gerne Probegefahren werden. Es ist aber nicht neu und hat Gebrauchspuren und Abnützungen.
 Service 2024

- Lieferung gegen Aufpreis möglich
- für Senioren Abzahlung oder Miete möglich
- Bei Fragen sms WhatsApp Mail
- Bezahlung mit Coop Superpunkte möglich


Graf Carello Opamobil Gehhilfe Transport Elektro Rollstuhl ohne Führerschein ohne Helm Batterie Akku","Hiermit verkaufe ich, wenn der Preis stimmt meine KTM. Aufgrund der Grösse und Neuanschaffung. Der Preis liegt bei 3?000.- und daher ein gutes Angebot. Der Zustand des Motorrades ist enorm gut. Am Besten vor Ort besichtigen und Probefahren.
Freundliche Grüsse Nico",No price found,No date & place found
KTM Sx 85,"Hiermit verkaufe ich, wenn der Preis stimmt meine KTM. Aufgrund der Grösse und Neuanschaffung. Der Preis liegt bei 3?000.- und daher ein gutes Angebot. Der Zustand des Motorrades ist enorm gut. Am Besten vor Ort besichtigen und Probefahren.
Freundliche Grüsse Nico",No price found,No date & place found
"Hiermit verkaufe ich, wenn der Preis stimmt meine KTM. Aufgrund der Grösse und Neuanschaffung. Der Preis liegt bei 3?000.- und daher ein gutes Angebot. Der Zustand des Motorrades ist enorm gut. Am Besten vor Ort besichtigen und Probefahren.
Freundliche Grüsse Nico","Honda nss 
Jahr 14.12.2016
125ccm
Mk39 tausend 
Mfk 20.08.2021
Motorad läuft 
Für Export oder zum aufbereiten wie gesehen
Für fragen 0??7??6??4??4??2??8??7??6??7??",No price found,No date & place found
Honda Nss 125,"Honda nss 
Jahr 14.12.2016
125ccm
Mk39 tausend 
Mfk 20.08.2021
Motorad läuft 
Für Export oder zum aufbereiten wie gesehen
Für fragen 0??7??6??4??4??2??8??7??6??7??",No price found,No date & place found
"Honda nss 
Jahr 14.12.2016
125ccm
Mk39 tausend 
Mfk 20.08.2021
Motorad läuft 
Für Export oder zum aufbereiten wie gesehen
Für fragen 0??7??6??4??4??2??8??7??6??7??","Kit logo led

Fonctionnalité clignotant et warning

Plus de photos sur Instagram: gLed_ge    
Tiktok: Gled._

Non homologué",No price found,No date & place found
Logo leds diapason,"Kit logo led

Fonctionnalité clignotant et warning

Plus de photos sur Instagram: gLed_ge    
Tiktok: Gled._

Non homologué",No price found,No date & place found
"Kit logo led

Fonctionnalité clignotant et warning

Plus de photos sur Instagram: gLed_ge    
Tiktok: Gled._

Non homologué","Vorführmodell mit nur 50km auf dem Tacho!
Batterie 74V, 55Ah
inkl. Ladegerät und Ausweis
Preis nach Verhandlungsbasis",No price found,No date & place found
Surron Ultra Bee,"Vorführmodell mit nur 50km auf dem Tacho!
Batterie 74V, 55Ah
inkl. Ladegerät und Ausweis
Preis nach Verhandlungsbasis",No price found,No date & place found
"Vorführmodell mit nur 50km auf dem Tacho!
Batterie 74V, 55Ah
inkl. Ladegerät und Ausweis
Preis nach Verhandlungsbasis","Ich verkaufe hiermit mein geliebtes Puch Maxi N aufgrund einer Neuanschaffung. Der Motor wurde revidiert und das Mofa ist im originalen Zusatand. Das Licht vorne sowie hinten funktioniert.
Richtiger Preis ist 3750.- 
Der Rahmen wurde frisch gepulvert.
Die Felgen wurden komplett überholt. Bei Interesse gerne melden.",No price found,No date & place found
Puch maxi N,"Ich verkaufe hiermit mein geliebtes Puch Maxi N aufgrund einer Neuanschaffung. Der Motor wurde revidiert und das Mofa ist im originalen Zusatand. Das Licht vorne sowie hinten funktioniert.
Richtiger Preis ist 3750.- 
Der Rahmen wurde frisch gepulvert.
Die Felgen wurden komplett überholt. Bei Interesse gerne melden.",No price found,No date & place found
"Ich verkaufe hiermit mein geliebtes Puch Maxi N aufgrund einer Neuanschaffung. Der Motor wurde revidiert und das Mofa ist im originalen Zusatand. Das Licht vorne sowie hinten funktioniert.
Richtiger Preis ist 3750.- 
Der Rahmen wurde frisch gepulvert.
Die Felgen wurden komplett überholt. Bei Interesse gerne melden.","Seltene Gelegenheit, Achilles Lido Jgh. 57
Motor überholt
Viele Neuteile, Speichen, Pneu etc.
Fahrbereit
In SH als Mofa zugelassen, kein Ausweis vorhanden kann beim Händler bestellt werden

VP 1500.- Fr 
Nicht verhandelbar",No price found,No date & place found
Zu verkaufen seltener Achilles Lido,"Seltene Gelegenheit, Achilles Lido Jgh. 57
Motor überholt
Viele Neuteile, Speichen, Pneu etc.
Fahrbereit
In SH als Mofa zugelassen, kein Ausweis vorhanden kann beim Händler bestellt werden

VP 1500.- Fr 
Nicht verhandelbar",No price found,No date & place found
"Seltene Gelegenheit, Achilles Lido Jgh. 57
Motor überholt
Viele Neuteile, Speichen, Pneu etc.
Fahrbereit
In SH als Mofa zugelassen, kein Ausweis vorhanden kann beim Händler bestellt werden

VP 1500.- Fr 
Nicht verhandelbar","Yamaha Virago 125ccm in sehr gutem Zustand zu verkaufen

Ich verkaufe meine geliebte Virago wegen Umstieg auf grössere Motorräder.
Kein Notverkauf

Fakten:
- Ab MFK
- keine 10 000 km
- sehr guter Zustand, läuft eiwandfrei
- Satteltaschenhalter beidseitig schon ab Werk
- USB-C Ladeanschluss für Handys
- Sissibar ab Werk
- neue Gelbatterie

- Probefahrt möglich 


- Nur Selbstabholung
- Keine Garantie
- Ab Platz

Ich freue mich auf Ihre Nachricht",No price found,No date & place found
Yamaha Virago XV 125,"Yamaha Virago 125ccm in sehr gutem Zustand zu verkaufen

Ich verkaufe meine geliebte Virago wegen Umstieg auf grössere Motorräder.
Kein Notverkauf

Fakten:
- Ab MFK
- keine 10 000 km
- sehr guter Zustand, läuft eiwandfrei
- Satteltaschenhalter beidseitig schon ab Werk
- USB-C Ladeanschluss für Handys
- Sissibar ab Werk
- neue Gelbatterie

- Probefahrt möglich 


- Nur Selbstabholung
- Keine Garantie
- Ab Platz

Ich freue mich auf Ihre Nachricht",No price found,No date & place found
"Yamaha Virago 125ccm in sehr gutem Zustand zu verkaufen

Ich verkaufe meine geliebte Virago wegen Umstieg auf grössere Motorräder.
Kein Notverkauf

Fakten:
- Ab MFK
- keine 10 000 km
- sehr guter Zustand, läuft eiwandfrei
- Satteltaschenhalter beidseitig schon ab Werk
- USB-C Ladeanschluss für Handys
- Sissibar ab Werk
- neue Gelbatterie

- Probefahrt möglich 


- Nur Selbstabholung
- Keine Garantie
- Ab Platz

Ich freue mich auf Ihre Nachricht","Das revolutionäre Schalterlebnis mit der Yamaha MT-09 Y-AMT. Fahren in der nächsten Dimension.

Diese MT-09 Y-AMT 35kW in ""Tech Black"" ist ab sofort zu Probefahrt bereit. - Neupreis Fr. 12'990.- Demopreis per per Anfang Juli Fr. 9700.- plus Fr. 300.- Bereitstellungs-Pauschale (voller Tank, Vignette, Formalitäten) 60 Mt. Yamaha Swiss Garantie.

Mit dem intuitiven und taktilen Wipp-Schalter schaltest du einfach per Fingertipp schneller und gleichmässiger durch das Schaltgetriebe und entlockst so der MT-09 ihr volles sportliches Potenzial. Dieses revolutionäre Schalterlebnis ermöglicht es dir, dich voll und ganz auf das messerscharfe Handling, das Bremsen und die kraftvolle Beschleunigung der MT-09 zu konzentrieren. Anpassbare Fahrmodi, schräglagenabhängigen Fahrhilfen, Tempomat, Keyless-System und dazu das grosse TFT Farbdisplay mit Smartphone-Konnektivität und Navigation.

*** Wir sind der grösste Yamaha, Moto Guzzi und Honda Vertreter der Ostschweiz, sowie Zontes Verkaufs- und Servicestelle. Wir sind bekannt für einen freundlichen, ehrlichen und kompetenten Umgang und es ist unser Ziel, dir den besten Service zu bieten. Ein Besuch bei uns wird dich überzeugen. - Eintausch willkommen. ***

YAMAHA - MOTO GUZZI - HONDA - ZONTES

on parle français; we speak english; parliamo italiano",No price found,No date & place found
